frequency_hz,magnitude
933.838,0.153987
934.57,0.287201
935.303,0.22951
936.035,0.0779102
936.768,0.195138
937.5,0.197747
938.232,0.124738
938.965,0.173189
939.697,0.0646652
940.43,0.117127
941.162,0.329223
941.895,0.425196
942.627,0.279113
943.359,0.190011
944.092,0.0508183
944.824,0.128388
945.557,0.249575
946.289,0.147946
947.021,0.17432
947.754,0.315878
948.486,0.175708
949.219,0.127307
949.951,0.317612
950.684,0.332885
951.416,0.258148
952.148,0.113925
952.881,0.0744029
953.613,0.0679144
954.346,0.0204331
955.078,0.0855954
955.811,0.0633935
956.543,0.194731
957.275,0.353172
958.008,0.246221
958.74,0.151536
959.473,0.090154
960.205,0.00616371
960.938,0.160754
961.67,0.120741
962.402,0.00161181
963.135,0.0378987
963.867,0.0186772
964.6,0.09948
965.332,0.0931565
966.064,0.114902
966.797,0.214256
967.529,0.106081
968.262,0.157502
968.994,0.253183
969.727,0.202048
970.459,0.0985105
971.191,0.111591
971.924,0.15219
972.656,0.169127
973.389,0.202453
974.121,0.387682
974.854,0.280983
975.586,0.0597246
976.318,0.119233
977.051,0.211784
977.783,0.0780409
978.516,0.259074
979.248,0.114228
979.98,0.0548403
980.713,0.119314
981.445,0.155755
982.178,0.149741
982.91,0.295044
983.643,0.183218
984.375,0.196387
985.107,0.300216
985.84,0.125624
986.572,0.0735784
987.305,0.183039
988.037,0.165518
988.77,0.0887407
989.502,0.0697126
990.234,0.0980299
990.967,0.199555
991.699,0.266431
992.432,0.155418
993.164,0.0100378
993.896,0.0272723
994.629,0.169604
995.361,0.260418
996.094,0.135196
996.826,0.11354
997.559,0.265341
998.291,0.148762
999.023,0.0980021
999.756,0.128014
1000.49,0.132897
1001.22,0.0605746
1001.95,0.122997
1002.69,0.17622
1003.42,0.268198
1004.15,0.281885
1004.88,0.149254
1005.62,0.208547
1006.35,0.297313
1007.08,0.28131
1007.81,0.209549
1008.54,0.134217
1009.28,0.176592
1010.01,0.285991
1010.74,0.100179
1011.47,0.142446
1012.21,0.18285
1012.94,0.0770946
1013.67,0.284548
1014.4,0.438939
1015.14,0.247469
1015.87,0.277975
1016.6,0.431069
1017.33,0.189538
1018.07,0.109993
1018.8,0.143889
1019.53,0.151258
1020.26,0.120747
1021,0.215115
1021.73,0.284893
1022.46,0.348553
1023.19,0.410517
1023.93,0.224773
1024.66,0.23098
1025.39,0.192393
1026.12,0.17559
1026.86,0.18071
1027.59,0.0895214
1028.32,0.0737542
1029.05,0.110587
1029.79,0.104901
1030.52,0.0915886
1031.25,0.110639
1031.98,0.170162
1032.71,0.242469
1033.45,0.0871791
1034.18,0.172588
1034.91,0.223821
1035.64,0.189994
1036.38,0.061178
1037.11,0.060415
1037.84,0.152716
1038.57,0.172193
1039.31,0.217715
1040.04,0.185547
1040.77,0.202136
1041.5,0.137497
1042.24,0.146181
1042.97,0.26119
1043.7,0.223911
1044.43,0.164751
1045.17,0.125465
1045.9,0.0554812
1046.63,0.273195
1047.36,0.14709
1048.1,0.089397
1048.83,0.0721289
1049.56,0.0924716
1050.29,0.233828
1051.03,0.133297
1051.76,0.0292356
1052.49,0.0168745
1053.22,0.144313
1053.96,0.146129
1054.69,0.138336
1055.42,0.0706601
1056.15,0.256979
1056.88,0.24776
1057.62,0.196266
1058.35,0.132051
1059.08,0.0944871
1059.81,0.115767
1060.55,0.288108
1061.28,0.154663
1062.01,0.027381
1062.74,0.0917977
1063.48,0.286551
1064.21,0.176075
1064.94,0.080747
1065.67,0.149146
1066.41,0.0798134
1067.14,0.115433
1067.87,0.234023
1068.6,0.229967
1069.34,0.143135
